"Subject_Id"|"Activity_Id"|"acclmtr_time_domain_body_signal_x_axis_mean"|"acclmtr_time_domain_body_signal_y_axis_mean"|"acclmtr_time_domain_body_signal_z_axis_mean"|"acclmtr_time_domain_body_signal_x_axis_stddev"|"acclmtr_time_domain_body_signal_y_axis_stddev"|"acclmtr_time_domain_body_signal_z_axis_stddev"|"acclmtr_time_domain_gravity_signal_x_axis_mean"|"acclmtr_time_domain_gravity_signal_y_axis_mean"|"acclmtr_time_domain_gravity_signal_z_axis_mean"|"acclmtr_time_domain_gravity_signal_x_axis_stddev"|"acclmtr_time_domain_gravity_signal_y_axis_stddev"|"acclmtr_time_domain_gravity_signal_z_axis_stddev"|"acclmtr_time_domain_jerk_signal_x_axis_mean"|"acclmtr_time_domain_jerk_signal_y_axis_mean"|"acclmtr_time_domain_jerk_signal_z_axis_mean"|"acclmtr_time_domain_jerk_signal_x_axis_stddev"|"acclmtr_time_domain_jerk_signal_y_axis_stddev"|"acclmtr_time_domain_jerk_signal_z_axis_stddev"|"gyroscope_time_domain_body_signal_x_axis_mean"|"gyroscope_time_domain_body_signal_y_axis_mean"|"gyroscope_time_domain_body_signal_z_axis_mean"|"gyroscope_time_domain_body_signal_x_axis_stddev"|"gyroscope_time_domain_body_signal_y_axis_stddev"|"gyroscope_time_domain_body_signal_z_axis_stddev"|"gyroscope_time_domain_jerk_signal_x_axis_mean"|"gyroscope_time_domain_jerk_signal_y_axis_mean"|"gyroscope_time_domain_jerk_signal_z_axis_mean"|"gyroscope_time_domain_jerk_signal_x_axis_stddev"|"gyroscope_time_domain_jerk_signal_y_axis_stddev"|"gyroscope_time_domain_jerk_signal_z_axis_stddev"|"acclmtr_time_domain_body_signal_magnitude_mean"|"acclmtr_time_domain_body_signal_magnitude_stddev"|"acclmtr_time_domain_gravity_signal_magnitude_mean"|"acclmtr_time_domain_gravity_signal_magnitude_stddev"|"acclmtr_time_domain_jerk_signal_magnitude_mean"|"acclmtr_time_domain_jerk_signal_magnitude_stddev"|"gyroscope_time_domain_body_signal_magnitude_mean"|"gyroscope_time_domain_body_signal_magnitude_stddev"|"gyroscope_time_domain_jerk_signal_magnitude_mean"|"gyroscope_time_domain_jerk_signal_magnitude_stddev"|"acclmtr_frqncy_domain_body_signal_x_axis_mean"|"acclmtr_frqncy_domain_body_signal_y_axis_mean"|"acclmtr_frqncy_domain_body_signal_z_axis_mean"|"acclmtr_frqncy_domain_body_signal_x_axis_stddev"|"acclmtr_frqncy_domain_body_signal_y_axis_stddev"|"acclmtr_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_x_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_y_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_z_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_x_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_y_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_z_axis_stddev"|"gyroscope_frqncy_domain_body_signal_x_axis_mean"|"gyroscope_frqncy_domain_body_signal_y_axis_mean"|"gyroscope_frqncy_domain_body_signal_z_axis_mean"|"gyroscope_frqncy_domain_body_signal_x_axis_stddev"|"gyroscope_frqncy_domain_body_signal_y_axis_stddev"|"gyroscope_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_body_signal_magnitude_mean"|"acclmtr_frqncy_domain_body_signal_magnitude_stddev"|"acclmtr_frqncy_domain_jerk_signal_magnitude_mean"|"acclmtr_frqncy_domain_jerk_signal_magnitude_stddev"|"gyroscope_frqncy_domain_body_signal_magnitude_mean"|"gyroscope_frqncy_domain_body_signal_magnitude_stddev"|"gyroscope_frqncy_domain_jerk_signal_magnitude_mean"|"gyroscope_frqncy_domain_jerk_signal_magnitude_stddev"
"143"|24|"WALKING_DOWNSTAIRS"|0.28863|-0.014573|-0.10482|-0.082732|-0.10261|-0.20557|0.95088|-0.12833|-0.14012|-0.96185|-0.94148|-0.94221|0.080262|-0.0044732|-0.0084692|-0.33722|-0.16929|-0.29024|-0.086707|-0.05423|0.11197|-0.43192|-0.48467|-0.49108|-0.091415|-0.029177|-0.041206|-0.35844|-0.51933|-0.47869|-0.07377|-0.022484|-0.07377|-0.022484|-0.26311|-0.1435|-0.30497|-0.36369|-0.49715|-0.45916|-0.22232|-0.086183|-0.17383|-0.034909|-0.16919|-0.29155|-0.37618|-0.22582|-0.25|-0.35593|-0.16363|-0.32857|-0.27247|-0.43348|-0.39629|-0.48489|-0.52341|-0.57328|-0.02317|-0.17529|-0.20083|-0.082755|-0.3743|-0.47015|-0.47445|-0.47803
"144"|24|"WALKING_UPSTAIRS"|0.26988|-0.025198|-0.11425|-0.3444|-0.1168|-0.2556|0.90637|-0.2375|-0.22713|-0.96219|-0.91669|-0.93495|0.086231|-0.015082|-0.013235|-0.49876|-0.51522|-0.52381|0.088316|-0.10593|0.024829|-0.57743|-0.56853|-0.2746|-0.1468|-0.031735|-0.049843|-0.64049|-0.64664|-0.64898|-0.2264|-0.30685|-0.2264|-0.30685|-0.48849|-0.44107|-0.33444|-0.50393|-0.65875|-0.63818|-0.39579|-0.25241|-0.31279|-0.32617|-0.10779|-0.28314|-0.51564|-0.5276|-0.48339|-0.5271|-0.53584|-0.56273|-0.50319|-0.54662|-0.37218|-0.60295|-0.58618|-0.312|-0.3223|-0.40628|-0.4298|-0.45965|-0.56466|-0.54907|-0.64611|-0.65388
"145"|25|"LAYING"|0.25079|-0.018894|-0.10043|-0.90912|-0.69177|-0.71726|-0.4611|0.62066|0.52635|-0.82955|-0.64358|-0.61016|0.087907|0.028462|-0.030718|-0.97332|-0.94569|-0.96784|0.0037272|-0.07164|0.13972|-0.88977|-0.93663|-0.91093|-0.10165|-0.042672|-0.059692|-0.95738|-0.97156|-0.97424|-0.56048|-0.64925|-0.56048|-0.64925|-0.96216|-0.96193|-0.80969|-0.85602|-0.96978|-0.96831|-0.92915|-0.78495|-0.8162|-0.90255|-0.67238|-0.6941|-0.97286|-0.9468|-0.96263|-0.97642|-0.94841|-0.97189|-0.89052|-0.94626|-0.92454|-0.89131|-0.93229|-0.91547|-0.77448|-0.65135|-0.96008|-0.9636|-0.91013|-0.85066|-0.96825|-0.97046
"146"|25|"SITTING"|0.27854|-0.01477|-0.10916|-0.99189|-0.94746|-0.96514|0.86569|0.20829|0.16714|-0.98888|-0.96342|-0.96946|0.075209|0.0048542|0.0021076|-0.99228|-0.98287|-0.98843|-0.035205|-0.0748|0.085278|-0.98991|-0.98119|-0.97264|-0.09548|-0.039165|-0.04956|-0.9923|-0.99132|-0.99149|-0.97041|-0.96|-0.97041|-0.96|-0.98955|-0.98831|-0.96657|-0.97064|-0.99286|-0.99177|-0.99141|-0.95912|-0.97478|-0.99212|-0.94484|-0.96209|-0.99248|-0.98296|-0.98633|-0.99275|-0.98407|-0.98916|-0.988|-0.98383|-0.97581|-0.99055|-0.97983|-0.97417|-0.96702|-0.962|-0.98794|-0.98762|-0.97935|-0.97032|-0.99178|-0.99202
"147"|25|"STANDING"|0.27801|-0.016357|-0.10735|-0.99197|-0.95457|-0.96464|0.92979|-0.15932|0.20118|-0.99315|-0.98064|-0.96779|0.075234|0.0066321|-0.0062281|-0.98831|-0.97227|-0.98706|-0.024795|-0.069888|0.085269|-0.97136|-0.97676|-0.97181|-0.10047|-0.041829|-0.055698|-0.97791|-0.98724|-0.98072|-0.97266|-0.96808|-0.97266|-0.96808|-0.98465|-0.98264|-0.96708|-0.95988|-0.98509|-0.98323|-0.99009|-0.95985|-0.97405|-0.99285|-0.95418|-0.96212|-0.9884|-0.97255|-0.98483|-0.98934|-0.97403|-0.9879|-0.96808|-0.9784|-0.97046|-0.97266|-0.97596|-0.97498|-0.97236|-0.9702|-0.98229|-0.98208|-0.96897|-0.96109|-0.98402|-0.9831
"148"|25|"WALKING"|0.27899|-0.018648|-0.10874|-0.59601|-0.16185|-0.43713|0.93748|-0.12732|0.18842|-0.9795|-0.96509|-0.945|0.072172|0.0035112|-0.003351|-0.60762|-0.38262|-0.6756|-0.015631|-0.082077|0.086787|-0.40116|-0.60403|-0.56278|-0.10238|-0.039899|-0.05127|-0.50796|-0.79964|-0.65958|-0.40529|-0.5656|-0.40529|-0.5656|-0.53829|-0.54287|-0.39436|-0.48981|-0.67847|-0.75703|-0.60904|-0.25188|-0.53356|-0.59145|-0.17031|-0.43062|-0.6256|-0.43446|-0.65929|-0.62415|-0.36776|-0.69041|-0.41191|-0.67875|-0.56132|-0.40668|-0.5672|-0.60354|-0.56606|-0.63293|-0.56459|-0.519|-0.56273|-0.52926|-0.7703|-0.75739
"149"|25|"WALKING_DOWNSTAIRS"|0.29133|-0.021017|-0.10719|-0.25376|-0.14054|-0.45797|0.92963|-0.072427|0.2188|-0.96447|-0.93782|-0.92619|0.11066|-0.019542|-0.011335|-0.50197|-0.37166|-0.71149|0.0029911|-0.10112|0.098075|-0.28882|-0.52338|-0.44378|-0.12795|-0.04152|-0.064208|-0.43013|-0.81044|-0.59948|-0.22011|-0.25947|-0.22011|-0.25947|-0.50048|-0.48298|-0.21608|-0.38216|-0.66471|-0.67961|-0.37225|-0.19638|-0.5561|-0.21303|-0.16684|-0.44947|-0.52579|-0.4157|-0.68684|-0.52215|-0.36572|-0.73499|-0.2178|-0.63292|-0.41031|-0.31625|-0.47064|-0.50674|-0.28815|-0.35944|-0.47164|-0.50222|-0.48576|-0.42371|-0.68703|-0.69303
"150"|25|"WALKING_UPSTAIRS"|0.278|-0.026986|-0.12621|-0.45978|-0.22309|-0.29652|0.92769|-0.21764|0.10823|-0.95088|-0.93176|-0.88272|0.074004|0.0092551|-0.011691|-0.66364|-0.62713|-0.81246|0.055612|-0.10944|0.099623|-0.48901|-0.43367|-0.5642|-0.12648|-0.028145|-0.054045|-0.69385|-0.8397|-0.74627|-0.30577|-0.48001|-0.30577|-0.48001|-0.67916|-0.67451|-0.31863|-0.38775|-0.77711|-0.82488|-0.52165|-0.38015|-0.54293|-0.43798|-0.19999|-0.2373|-0.66821|-0.64085|-0.79327|-0.69021|-0.63809|-0.83053|-0.47614|-0.61858|-0.57517|-0.50012|-0.34936|-0.60111|-0.52791|-0.53612|-0.6548|-0.70343|-0.56715|-0.38661|-0.8224|-0.84106
"151"|26|"LAYING"|0.27165|-0.01919|-0.105|-0.96945|-0.98323|-0.9845|-0.62131|0.80302|0.61452|-0.94447|-0.98789|-0.98408|0.08665|0.012442|-0.0061476|-0.98932|-0.98718|-0.98906|-0.017066|-0.090323|0.15244|-0.99033|-0.97933|-0.9693|-0.10037|-0.039668|-0.071153|-0.99267|-0.98906|-0.99376|-0.97679|-0.96436|-0.97679|-0.96436|-0.98997|-0.9891|-0.95186|-0.96568|-0.9922|-0.98992|-0.97326|-0.98366|-0.98492|-0.96797|-0.98332|-0.98485|-0.98922|-0.98712|-0.98731|-0.99041|-0.98824|-0.98937|-0.98839|-0.98313|-0.97017|-0.99097|-0.97749|-0.97179|-0.96927|-0.96658|-0.98914|-0.9879|-0.97431|-0.96614|-0.99043|-0.98963
"152"|26|"SITTING"|0.25824|-0.0071336|-0.097445|-0.97977|-0.9408|-0.95|0.78296|0.22311|0.31439|-0.96508|-0.94929|-0.94458|0.076444|0.0069224|-0.0078024|-0.99226|-0.98622|-0.99001|-0.037022|-0.084065|0.071111|-0.99103|-0.97344|-0.96644|-0.095985|-0.040307|-0.048763|-0.99588|-0.99314|-0.99193|-0.95308|-0.9336|-0.95308|-0.9336|-0.9909|-0.98999|-0.95405|-0.96474|-0.99447|-0.99403|-0.98258|-0.9543|-0.96752|-0.97876|-0.93778|-0.94478|-0.99203|-0.98586|-0.98799|-0.9933|-0.98775|-0.99069|-0.99014|-0.98174|-0.97042|-0.99132|-0.96949|-0.96827|-0.95241|-0.93459|-0.98948|-0.98952|-0.97646|-0.96365|-0.99399|-0.99421
"153"|26|"STANDING"|0.28113|-0.016661|-0.11024|-0.99307|-0.94947|-0.96299|0.96546|-0.14032|0.088414|-0.99268|-0.96699|-0.96423|0.075358|0.0081732|-0.002195|-0.9905|-0.97594|-0.98669|-0.024535|-0.073139|0.077671|-0.97379|-0.98241|-0.97489|-0.10036|-0.040901|-0.053254|-0.97847|-0.98977|-0.98599|-0.96851|-0.9627|-0.96851|-0.9627|-0.98699|-0.98263|-0.96867|-0.96265|-0.98854|-0.98425|-0.99199|-0.9584|-0.97322|-0.9937|-0.94783|-0.96003|-0.99059|-0.97627|-0.98456|-0.99128|-0.97735|-0.98743|-0.96936|-0.98389|-0.97446|-0.97532|-0.98174|-0.97735|-0.97061|-0.96391|-0.98288|-0.98113|-0.97233|-0.96297|-0.98576|-0.98331
"154"|26|"WALKING"|0.27926|-0.015426|-0.10893|-0.34019|-0.13635|-0.33349|0.96065|-0.13392|0.10874|-0.98006|-0.96904|-0.96623|0.06523|0.019671|-0.0061831|-0.32845|-0.26186|-0.39748|-0.0033409|-0.084151|0.085107|-0.49289|-0.57574|-0.35455|-0.099411|-0.045654|-0.049224|-0.41744|-0.587|-0.48554|-0.2234|-0.42185|-0.2234|-0.42185|-0.29076|-0.27935|-0.39209|-0.53833|-0.5124|-0.60347|-0.32196|-0.1467|-0.33954|-0.348|-0.18573|-0.38445|-0.36423|-0.29853|-0.39867|-0.35107|-0.27195|-0.39653|-0.36811|-0.56183|-0.31852|-0.533|-0.58794|-0.42623|-0.37984|-0.53718|-0.29336|-0.26895|-0.55193|-0.60947|-0.61946|-0.61293
"155"|26|"WALKING_DOWNSTAIRS"|0.27928|-0.012626|-0.10644|0.17395|-0.01163|-0.28481|0.9468|-0.0799|0.15391|-0.96272|-0.93543|-0.93308|0.11147|-0.0071316|-0.011891|-0.12811|-0.086405|-0.37934|-0.010752|-0.10038|0.082221|-0.33131|-0.47341|-0.33205|-0.099247|-0.037268|-0.051059|-0.17084|-0.5472|-0.35895|0.11438|0.147|0.11438|0.147|-0.14886|-0.1113|-0.23531|-0.29616|-0.41878|-0.46314|0.0228|-0.006237|-0.27964|0.22678|-0.078284|-0.34665|-0.20137|-0.16555|-0.36011|-0.13083|-0.061537|-0.3967|-0.12592|-0.44313|-0.22139|-0.3982|-0.49751|-0.43448|0.075102|0.0057494|-0.15317|-0.067941|-0.33451|-0.39299|-0.4722|-0.4895
"156"|26|"WALKING_UPSTAIRS"|0.27269|-0.028163|-0.12194|-0.16901|-0.049173|-0.4046|0.9421|-0.24617|-0.0019931|-0.96201|-0.93786|-0.92964|0.075565|0.0020917|-0.011709|-0.29088|-0.39977|-0.678|-0.024795|-0.06576|0.072146|-0.55027|-0.6031|-0.30909|-0.097559|-0.038624|-0.059556|-0.51583|-0.72521|-0.55639|-0.14287|-0.15071|-0.14287|-0.15071|-0.40446|-0.33453|-0.34443|-0.51403|-0.6481|-0.66183|-0.24282|-0.18553|-0.4995|-0.14284|-0.043947|-0.4009|-0.30454|-0.41934|-0.63974|-0.34208|-0.42006|-0.71573|-0.42769|-0.61711|-0.3427|-0.59081|-0.59824|-0.36205|-0.16757|-0.27423|-0.29497|-0.39372|-0.55608|-0.56963|-0.67358|-0.66985
"157"|27|"LAYING"|0.2741|-0.017987|-0.1077|-0.97846|-0.98374|-0.98664|-0.53043|0.56788|0.84539|-0.97118|-0.9937|-0.98906|0.076627|0.012649|-0.00068555|-0.98647|-0.98516|-0.98969|-0.019543|-0.095784|0.11874|-0.98884|-0.98429|-0.97837|-0.10115|-0.036219|-0.06428|-0.9935|-0.99303|-0.9933|-0.98209|-0.97892|-0.98209|-0.97892|-0.98837|-0.98859|-0.96692|-0.97192|-0.99436|-0.99348|-0.98063|-0.98292|-0.98736|-0.97762|-0.98427|-0.98658|-0.98668|-0.98526|-0.98803|-0.98748|-0.98612|-0.9899|-0.98703|-0.9868|-0.9792|-0.98938|-0.98305|-0.9801|-0.98139|-0.9803|-0.9881|-0.98817|-0.97989|-0.97181|-0.99356|-0.99355
"158"|27|"SITTING"|0.27394|-0.015527|-0.10552|-0.98858|-0.97158|-0.96586|0.83946|0.21295|0.27642|-0.98245|-0.98255|-0.96727|0.077904|0.0046707|-0.0061129|-0.99066|-0.9851|-0.9889|-0.037183|-0.079735|0.083375|-0.98849|-0.98207|-0.97571|-0.095164|-0.039641|-0.050388|-0.99364|-0.99223|-0.99177|-0.97948|-0.96953|-0.97948|-0.96953|-0.98947|-0.9892|-0.96357|-0.97078|-0.99403|-0.99211|-0.98868|-0.97406|-0.97467|-0.98866|-0.97127|-0.96322|-0.99084|-0.98524|-0.98709|-0.99129|-0.98608|-0.98928|-0.98721|-0.98414|-0.97685|-0.98898|-0.98104|-0.9776|-0.97477|-0.97089|-0.98877|-0.98853|-0.97948|-0.97053|-0.99239|-0.99197
"159"|27|"STANDING"|0.27957|-0.016593|-0.10784|-0.99195|-0.95517|-0.96241|0.96535|-0.1885|-0.0055742|-0.99401|-0.97964|-0.96817|0.07497|0.012243|-0.0013795|-0.98763|-0.97583|-0.98735|-0.026732|-0.067507|0.071684|-0.9699|-0.9825|-0.98128|-0.098761|-0.041747|-0.051404|-0.98264|-0.9908|-0.98897|-0.97275|-0.96636|-0.97275|-0.96636|-0.98535|-0.98416|-0.9687|-0.96569|-0.98953|-0.98882|-0.99012|-0.96136|-0.97415|-0.99288|-0.95438|-0.95892|-0.98777|-0.97587|-0.98511|-0.98861|-0.97761|-0.98821|-0.97015|-0.98373|-0.98086|-0.97022|-0.98186|-0.98311|-0.97319|-0.96753|-0.98415|-0.98302|-0.97553|-0.9654|-0.98942|-0.98858
"160"|27|"WALKING"|0.27685|-0.016648|-0.11282|-0.34848|-0.1873|-0.29732|0.94476|-0.1875|-0.12621|-0.97987|-0.97379|-0.95659|0.068433|0.0016123|-0.020752|-0.31618|-0.10409|-0.40119|-0.085588|-0.036535|0.11827|-0.60686|-0.52987|-0.25012|-0.078616|-0.047697|-0.065025|-0.52326|-0.63411|-0.42635|-0.23885|-0.40736|-0.23885|-0.40736|-0.2305|-0.26614|-0.39664|-0.48245|-0.56259|-0.61872|-0.3087|-0.13678|-0.31237|-0.36526|-0.26774|-0.34552|-0.34548|-0.19477|-0.38262|-0.34661|-0.065518|-0.41796|-0.49802|-0.53472|-0.31818|-0.64235|-0.53094|-0.29785|-0.32723|-0.55039|-0.25993|-0.27973|-0.51945|-0.54689|-0.62329|-0.63924
"161"|27|"WALKING_DOWNSTAIRS"|0.29754|-0.013556|-0.11284|0.16741|-0.097971|-0.24004|0.93138|-0.16694|-0.14005|-0.94698|-0.93496|-0.92092|0.093627|0.015987|-0.0098503|-0.0035834|-0.13853|-0.40931|-0.15983|-0.016313|0.1527|-0.36372|-0.48181|-0.25785|-0.051581|-0.064202|-0.062104|-0.49384|-0.45946|-0.30727|0.10807|0.12118|0.10807|0.12118|-0.11542|-0.038637|-0.16478|-0.30795|-0.44055|-0.46581|0.082983|-0.062673|-0.2416|0.19491|-0.17565|-0.30309|-0.043783|-0.17098|-0.34363|-0.052281|-0.16324|-0.47476|-0.29663|-0.40213|-0.1449|-0.39097|-0.54303|-0.36782|0.14982|-0.071212|0.010858|-0.11363|-0.35911|-0.39798|-0.46778|-0.50283
"162"|27|"WALKING_UPSTAIRS"|0.26577|-0.020095|-0.12353|-0.29544|-0.09501|-0.23071|0.868|-0.22928|-0.29464|-0.95643|-0.94771|-0.92668|0.073476|-0.014023|0.0067468|-0.46807|-0.42683|-0.63372|-0.094034|0.002125|0.14013|-0.56246|-0.58797|-0.16996|-0.093752|-0.050924|-0.062901|-0.69577|-0.71115|-0.67688|-0.16059|-0.37995|-0.16059|-0.37995|-0.47907|-0.46461|-0.28615|-0.50178|-0.6999|-0.72467|-0.41761|-0.24969|-0.41889|-0.2535|-0.079406|-0.19734|-0.50311|-0.44247|-0.60854|-0.47892|-0.45012|-0.65714|-0.54437|-0.59409|-0.40053|-0.57425|-0.58787|-0.18351|-0.39393|-0.46871|-0.46077|-0.47301|-0.60767|-0.52334|-0.71918|-0.75171
"163"|28|"LAYING"|0.27591|-0.016754|-0.10834|-0.96889|-0.94539|-0.95645|-0.49033|0.14407|0.015757|-0.9706|-0.96976|-0.97912|0.078077|0.0059399|0.0060097|-0.98016|-0.97868|-0.97307|-0.017368|-0.097449|0.093579|-0.95516|-0.96006|-0.96237|-0.10451|-0.035601|-0.05345|-0.9608|-0.9804|-0.98142|-0.95811|-0.95457|-0.95811|-0.95457|-0.97846|-0.97331|-0.93711|-0.92894|-0.97822|-0.96977|-0.97393|-0.95844|-0.96112|-0.96732|-0.942|-0.95677|-0.98001|-0.97809|-0.97025|-0.98221|-0.98112|-0.97453|-0.9468|-0.96582|-0.96116|-0.95809|-0.95755|-0.96631|-0.96104|-0.95756|-0.97344|-0.97234|-0.94422|-0.93168|-0.97183|-0.96932
"164"|28|"SITTING"|0.27698|-0.01854|-0.11152|-0.98327|-0.93991|-0.93667|0.90733|-0.1126|0.1354|-0.98913|-0.97177|-0.95609|0.076867|0.014834|0.00025785|-0.97629|-0.96222|-0.97633|-0.033902|-0.067394|0.087025|-0.97967|-0.95632|-0.95663|-0.095394|-0.040801|-0.057902|-0.98216|-0.98071|-0.971|-0.95579|-0.94778|-0.95579|-0.94778|-0.97327|-0.9703|-0.95518|-0.95107|-0.98121|-0.97844|-0.97982|-0.94635|-0.95223|-0.98496|-0.93989|-0.93305|-0.97689|-0.96305|-0.97294|-0.97779|-0.96399|-0.97833|-0.97372|-0.96312|-0.95418|-0.98162|-0.95321|-0.96156|-0.95393|-0.95228|-0.96918|-0.97082|-0.9603|-0.95353|-0.97947|-0.9784
"165"|28|"STANDING"|0.2778|-0.017264|-0.10658|-0.97775|-0.87569|-0.90512|0.94851|-0.24766|-0.038583|-0.99006|-0.9628|-0.95178|0.075313|0.0090736|-0.0026781|-0.9686|-0.93377|-0.96977|-0.025328|-0.0739|0.086517|-0.88403|-0.94001|-0.92549|-0.10225|-0.043136|-0.05259|-0.92834|-0.97298|-0.9565|-0.92547|-0.91766|-0.92547|-0.91766|-0.95955|-0.95407|-0.89424|-0.87692|-0.95968|-0.95627|-0.97252|-0.89343|-0.9345|-0.98027|-0.87447|-0.8976|-0.96851|-0.93517|-0.96475|-0.97167|-0.93699|-0.97357|-0.88043|-0.94816|-0.92666|-0.88671|-0.9361|-0.93204|-0.92915|-0.92386|-0.95273|-0.95496|-0.90965|-0.87846|-0.95876|-0.95598
"166"|28|"WALKING"|0.28123|-0.015676|-0.10371|-0.293|-0.11789|-0.30093|0.94293|-0.22932|-0.12591|-0.97669|-0.96878|-0.94423|0.093112|0.022649|-0.0076292|-0.3357|-0.22012|-0.53747|-0.1059|-0.017282|0.11607|-0.5038|-0.49768|-0.2426|-0.092975|-0.051539|-0.059355|-0.39942|-0.63902|-0.44093|-0.18067|-0.39269|-0.18067|-0.39269|-0.29922|-0.39045|-0.31078|-0.46051|-0.54625|-0.57986|-0.28006|-0.12791|-0.35634|-0.29883|-0.16879|-0.32605|-0.3626|-0.29455|-0.49875|-0.36712|-0.19176|-0.57458|-0.37468|-0.50468|-0.25503|-0.54548|-0.49747|-0.30824|-0.35216|-0.51157|-0.36081|-0.43627|-0.5146|-0.51681|-0.59597|-0.58907
"167"|28|"WALKING_DOWNSTAIRS"|0.29364|-0.022023|-0.10859|0.12571|0.1565|-0.34103|0.92929|-0.2359|-0.12148|-0.95692|-0.9484|-0.91706|0.097265|0.014345|0.0012395|-0.016765|0.026553|-0.42705|-0.1411|0.0071056|0.13862|-0.26811|-0.25937|-0.30703|-0.026649|-0.057041|-0.077617|-0.16394|-0.42457|-0.33621|0.10436|0.13547|0.10436|0.13547|-0.070756|-0.041887|-0.068246|-0.22448|-0.34042|-0.40713|0.089072|0.18644|-0.30816|0.1378|0.065301|-0.41694|-0.026868|-0.012704|-0.36529|-0.098011|-0.0017539|-0.48849|-0.029997|-0.2171|-0.18439|-0.34545|-0.29311|-0.41651|0.18884|-0.074059|-0.012882|-0.08836|-0.22335|-0.3629|-0.39672|-0.46472
"168"|28|"WALKING_UPSTAIRS"|0.26201|-0.027944|-0.12151|-0.24206|-0.14675|-0.28599|0.85451|-0.33322|-0.26521|-0.9447|-0.92764|-0.90051|0.070683|0.022299|0.0074908|-0.31267|-0.3316|-0.63749|-0.12936|0.021225|0.10372|-0.51882|-0.47932|-0.18931|-0.080568|-0.049255|-0.075261|-0.49428|-0.69057|-0.60357|-0.18624|-0.21193|-0.18624|-0.21193|-0.38809|-0.32536|-0.26342|-0.47692|-0.62028|-0.67013|-0.2661|-0.19059|-0.40173|-0.23373|-0.17855|-0.28169|-0.31887|-0.35801|-0.58781|-0.37027|-0.34903|-0.68791|-0.40364|-0.52207|-0.31821|-0.55638|-0.45999|-0.22624|-0.21352|-0.33463|-0.29443|-0.3745|-0.53484|-0.52819|-0.66251|-0.70485
"169"|29|"LAYING"|0.2873|-0.017197|-0.10946|-0.98422|-0.99024|-0.98726|-0.34679|0.80754|0.59045|-0.97294|-0.99425|-0.98578|0.071886|0.011691|0.0024154|-0.99201|-0.98951|-0.99329|-0.025828|-0.076181|0.12741|-0.99428|-0.99275|-0.97499|-0.099534|-0.038677|-0.067447|-0.99654|-0.99708|-0.99538|-0.98649|-0.98157|-0.98649|-0.98157|-0.99273|-0.99465|-0.97192|-0.97704|-0.99732|-0.99767|-0.98663|-0.98903|-0.98947|-0.98343|-0.99068|-0.98638|-0.99215|-0.9894|-0.99202|-0.99254|-0.99047|-0.99311|-0.99312|-0.9937|-0.97618|-0.99465|-0.99224|-0.97686|-0.9868|-0.9816|-0.994|-0.99437|-0.984|-0.97668|-0.99762|-0.99759
"170"|29|"SITTING"|0.27718|-0.016631|-0.11041|-0.99075|-0.96322|-0.96806|0.89156|0.15566|0.28626|-0.98468|-0.9736|-0.96603|0.074544|0.0059853|0.0031677|-0.99353|-0.98406|-0.99017|-0.037927|-0.07558|0.05805|-0.99018|-0.98833|-0.97123|-0.095364|-0.040002|-0.047001|-0.99332|-0.99532|-0.99283|-0.97802|-0.96929|-0.97802|-0.96929|-0.99072|-0.99053|-0.96238|-0.97158|-0.99539|-0.99491|-0.99109|-0.96961|-0.97562|-0.99062|-0.96169|-0.9658|-0.99345|-0.98388|-0.98847|-0.99422|-0.98549|-0.99045|-0.98839|-0.99033|-0.97393|-0.99073|-0.98726|-0.97291|-0.97335|-0.97122|-0.99009|-0.98982|-0.98027|-0.97101|-0.99506|-0.99474
"171"|29|"STANDING"|0.27797|-0.017261|-0.10866|-0.99607|-0.9693|-0.98021|0.97451|-0.058487|0.031615|-0.99676|-0.98513|-0.98446|0.075305|0.01151|0.00033289|-0.99365|-0.98334|-0.99059|-0.027608|-0.072106|0.082758|-0.97799|-0.99036|-0.98337|-0.09887|-0.040511|-0.054493|-0.98329|-0.99553|-0.99069|-0.98475|-0.98175|-0.98475|-0.98175|-0.99079|-0.9905|-0.98066|-0.97536|-0.99214|-0.99145|-0.99502|-0.97335|-0.9841|-0.9966|-0.96828|-0.9788|-0.99374|-0.98319|-0.98854|-0.99412|-0.98478|-0.99132|-0.97449|-0.99159|-0.98365|-0.97916|-0.98964|-0.98471|-0.98455|-0.98225|-0.98979|-0.99033|-0.98088|-0.97594|-0.99167|-0.99152
